text,class,topic
The Game is Pretty cheap because its a last gen singeplayer title which is good for guys that want  great games for almost no money!,1,price
"The most noticeable aspect of the game is its art design, which was deftly crafted by one Viktor Antonov, a Bulgarian art director famous for his work on designing City 17 and its outskirts in Half Life 2.",1,atmosphere
The plot is serviceable though predictable.,1,narrative
"The game's graphical muscle won't blow you away if you're used to games like Crysis 3, but the art direction props up the visuals enough to make them astounding in certain areas.",-1,art
"There's an old oil painting feel which permeates the game, and it fits the look and feel of the setting very well.",0,
I get a sense of great design while playing this game.,1,gameplay
"The game also runs exceptionally well on PC, so even if you're not wowed by the visuals and the art design like I am, the technical aspects of the visuals won't hinder you from enjoying the gameplay at all.",1,optimization
"Dishonored is fully adaptable to your style of play, which is refreshing in a game that emphasizes stealth.",1,balance
"In my opinion it's the strongest aspect of the game, which is indicative of the game's greater value considering its already great art direction.",1,atmosphere
"The gameplay seems designed to be freely adaptable so you can move seamlessly between stealth and combat when you're spotted, but it then tells you via the plot that playing stealthily and non-lethally is better.",1,balance
"Overall, this game is a beautiful, immersive experience and it should absolutely be played by anybody who typically enjoys stealth games, or games that offer rich, engrossing settings.",1,atmosphere
The graphics of this game holds up truly even after 10 years of its release.,1,art
The story of the main game is great.,1,narrative
But it is one of the few games whose DLC stories far surpasses the main one.,0,
"Rightfully the Game of the Year for 2012, still holds up nearly a decade later, with only minor issues.",0,
"A wonderful world to explore, a harshly black-and-white morality system, and the stories of two men, Corvo and Daud, and the curative (or destructive) power of conviction.",1,world
"For maximum enjoyment, I recommend two playthroughs, one perfectly pacifist, one gloriously violent - the first to enjoy the clever and flexible level design, the latter to let loose with the equally flexible arsenal of tools made available for the purposes of carnage.",0,
so good i actually bought the game after i pirated it,0,
Take note - this is how to design a game.,0,
"Dishonoured is an immersive sim set in a grimy world, where you get revenge on a cabal of unsavoury rich people.",0,
It's also one of the best designed games I've ever played.,1,gameplay
It gives the player a lot more respect than other games would have the courage to do.,0,
Other games would tell the player most of the necessary information through either lengthly cutscenes or an NPC whispering instructions in your ear of what to do next.,0,
"In Dishonoured, most of this information comes from in-game dialogue between NPCs.",1,narrative
You have to actually listen in to enemy conversations in order to get information about your targets' behaviour and weaknesses.,1,gameplay
This builds immersion: the game rarely needs to take you out of the experience in order to tell its story.,0,
"Of course, you can just ignore the conversations completely - the game won't stop you, and you'll still be able to complete each level just fine.",0,
That's because of the game's fantastic level design.,1,level design
"I turned off objective markers for the entire game and never once got lost or unsure of where to go next (I would encourage all players to play with markers off, it really adds to the immersion and forces you to take in the environment more).",1,accessibility
"The levels themselves are fantastically open, with vertical movement being a core focus.",1,level design
The world is a sandbox playground where every strategy is equally viable.,1,world
The story itself is quite a simple revenge narrative but it's still sufficiently engaging.,1,narrative
"There are some fun characters, some good worldbuilding, and it's mostly told without cutscenes, which is always a plus.",1,world
"It could probably use with more setup before everything goes to hell, and could have been a bit more adventurous, but it allows the player to get immersed in the world and creates some cool narrative moments, which in my eyes is enough.",1,atmosphere
i wish corvo was my dad :(,0,
Probably the best solo game I've played since several years.,0,
"An interesting scenario and multiple opportunities to complete a mission by choosing a different path remaining invisible or killing everyone, you choose.",1,gameplay
"Play Dishonored at maximum difficulty to enjoy the game to its fair value, previous difficulties being too simple.",1,balance
Beautiful story with cool graphics,1,narrative
Stealth and many ways to kill enemies,1,gameplay
It is worth buying and playing even at full price,1,price
"While the plot might not be wholly original, especially to those that immerse themselves equally in literature and film, and containing a plot twist that everyone with a set of eyes and ears should see/hear coming like a freight train from very early on in the game, it is no less enjoyable even if it cribs most of its narrative from far better sources.",1,narrative
"Graphically, Dishonored goes for a painterly look and exploring its streets makes for an incredibly memorable experience.",1,art
"What a perfect example of using really good, well thought through level design, great artstyle and gripping storylines to make a timeless game.",1,gameplay
I have 230Hrs on this game as I write this review and the game is only single player do the math on how good it is.,1,playtime
"10/10 recommend for stealthy goodness, exploration, story and atmosphere",1,atmosphere
"[b]THE GOOD[/b]:
+ Good story.",1,narrative
+ Even with limited weaponry you truly feel badass.,1,balance
+ Very high replayability value.,1,gameplay
"It might be old, but its a masterpiece.",0,
"With its vast levels, openness, and its plethora of different ways to play, Dishonored's difficulty comes from what you are trying to achieve, whether that is going for a full no-kill ghost run, or trying to kill everyone in the most creative/skilled way.",1,level design
"The bold stylized artistic design and colorful characters give a dark, stirring, yet beautiful pastel look to a divided world that will change somewhat depending on how many people you kill throughout.",1,atmosphere
"This approach to putting narrative and gameplay together works great, because if you make the choice to go through killing many people, later levels will have more enemies to fight, however if you choose to do the opposite than there will be less and it will be easier to sneak around.",1,gameplay
"Although by this time the second installment is already out, I would highly recommend playing this great game if you haven’t already.",0,
"Dishonored is sort of like a mix of Hitman, Thief, and Deus Ex in equal parts.",0,
"The mission style gives you a target to assassinate and a playground of ways to do it like Hitman, the overall FPSRPG structure is pretty remniscient of Deus Ex, and you're encouraged to steal everything that isn't bolted to the ground like in Thief.",0,
"If you like any of these games you'll probably also like Dishonored, though there are a few catches.",0,
"The first hangup is that the AI is fine when it's left alone, but gets a little schizophrenic once anything out of the ordinary happens.",1,AI
"There is multiple ways to play this game including stealth, or all-out rage.",1,balance
You can have a select number of supernatural abilities to help you throughout the game.,0,
This game is a great game to play and I would recommend this to any type of gamer.,0,
Definetly worth the money!,1,price
im autistic and its my special interest,0,
you can stab british people and let a child die at the end of the game 10/10,0,
"I don't actually like the time period this game is set in, nor any stealth or steampumk type games I've tried or seen friends play, so I was hesitant to buy this, even with the extreme discount during a sale.",0,
It had me hooked from the beginning!,0,
"I fell in love with many of the characters, I hated other characters because of how they treated me and the other NPCs.",1,narrative
"I played it completely through aobut 5 times, each with slightly different or drastically different gameplay and each different decision made the game different!",1,playtime
"In addition to, good story that adapts to your choices, smart gameplay that allows to take plenty routes and methods to complete a mission plus exceptional artistic design.",1,gameplay
"I love the fact how a game that I skipped in 2012, bought in 2015 and actually played in 2017 ..crawled up to be one my fav games.",0,
"Dishonored was a fun experience that reminds me of Bioshock and Thief in game play, and a decent story with likable characters.",1,fun
"This game has aged really well, with good controls and a well done game design.",1,controls
Dishonored plays and feels a lot like Bioshock.,0,
"There are different powers, a different way to acquire them, and less of them, but if you liked Bioshock, you will most likely enjoy Dishonored.",0,
"Stealth is more important in Dishonored, but at easier difficulties, you can play more forward, as it is forgiving in combat and running away when overwhelmed is quite easy.",0,
"The story is predictable and definitely not the main focus, but still enjoyable and well done.",1,narrative
I liked the way the story is presented and unfolds.,1,narrative
"While I knew what was going to happen at every turn, it was still enjoyable to partake in.",0,
"The dialogue was well done, as was the voice acting.",1,narrative
The level designs is where I think Dishonored shines most.,1,level design
I have no complaints at all about the level design.,1,level design
"I was never stuck in the world, was able to explore many variants of game play on the same map, and never became bored in the main game missions.",1,level design
"While a completely different game, the map approach still reminds me a bit of the Hitman game play, which gives you a choice to play your strengths or weaknesses in approaching a task, giving you freedom of choice on how to complete a mission.",1,world
storyline is interesting and satisfying.,1,narrative
I've been meaning to give this game a try before Dishonored 2 came out.,0,
"When Bethesda announced that for a limited time you could get this game free with a preorder of Dishonored 2, I pounced on the offer.",0,
This game is really fun!,1,fun
The main appeal of it to me was its dynamic story; it can play out with a lighter tone or a very dark tone depending on how many people you kill.,1,narrative
- Don't need too expensive PC to play this game.,1,optimization
- Many different endings and storylines.,1,narrative
- Several difficulties.,1,balance
- Awesome moving and shooting mechanics.,1,controls
- Different ways to complete missions.,1,balance
- You do lots of same things in many missions.,-1,gameplay
- Sometimes enemies are eyeless and deaf.,-1,AI
- Sometimes enemies hear a single footstep from a good distance and see you through walls.,-1,AI
- Several minor bugs here and there.,-1,bugs
This game is well made with it's awesome moving mechanics.,1,controls
"I also love the environment and the aesthetics of the game, I'm a fan of the era.",1,atmosphere
"I'd say that this game could very well be worth 30€, yet you can usually get this one for 2,49€ during sales.",1,price
"One of the most AMAZING games of all time, I have never had more fun replaying a game than in this one, the story is amazing, the gameplay is something you'll never love more in any other game it is absolutely phenomenal.",1,gameplay
"It is a beautifully detailed, has multiple ways to complete each mission structure and is one of a kind when it comes to the design and feel of the game.",1,balance
The only game that can rival its world building is Bioshock.,1,world
It is rare to see level design this good in video games.,1,level design
The gameplay is just amazing and unique.,1,gameplay
"Its primary focus is on stealth, but you can go loud and wreak havoc too once you master the skills necessary for it.",0,
"How you play the game effects the world, so you will have to play it multiple times to experience everything it has to offer.",1,world
the original soundtrack of the game is a true work of art.,1,sound
+ dark and compelling story,1,narrative
+ great art design,1,art
+ great background world,1,world
+ atmospheric missions,1,atmosphere
"+ open game design, action and stealth",1,balance
+ good control,1,controls
+ free saving,1,accessibility
- AI not the smartest,-1,AI
"The playability is quick and the maps are very open, vertically, and horizontally besides alternative routes.",1,level design
"The story is not the weak point, I just love it.",1,narrative
Strange how there’s always a little more innocence left to lose.,0,
"Epic story, excellent aesthetic, and beautiful voice acting.....Especially Daud",1,narrative
You will find the game has a fairly decent story.,1,narrative
"This game is a masterpiece, it offers a lot: unique gameplay, history, action, stealth and lots of entertainment.",1,gameplay
"You play as Corvo (badass and speechless... great guy) in a journey  of revenge, of course you can decide whoever you want to be, the pacifist or the merciless assassin, either way you get to enjoy what Dishonored has to offer, creative ways of killing/incapacitating your enemies combining gadgets, weapons and powers.",0,
I loved the world of Dishonored.,1,world
Its ambientation and gameplay are so great that you immerse completely in the game.,1,gameplay
"This game is one my favorites along with BioShock, so if you haven't experienced it yet, I strongly insist that you do.",0,
Played it 6 years ago.,0,
I come back and play it again.,0,
Exceedingly high freedom in any gameplay style of your choice.,1,balance
This game is still one of the best fps action stealth games we ever have.,0,
Dishonored is pretty cool I guess.,0,
"Dishonored takes place in City 17...I mean Dunwall, an industrial city-state positioned on an island that is in no way struck by a plague and Eldritch abominations.",0,
"Okay, I lied about the plague and abominations.",0,
"You play as Corvo, bodyguard to the Empress and number one contender for the ""Most beautiful hair"" award.",0,
"On his return to Dunwall after a few months long voyage, the Empress is slain by a group of assassins and Corvo is framed for her murder.",0,
"You'll get a few hours out of the game, its definitely worth the price if it goes on sale if you're like me and enjoy not eating people food for a week.",1,price
• A short but impactful story,1,narrative
• A lot of emphasis on exploration,1,world
• Hidden detail about the world and characters,1,world
• The choices you make impact the world,1,world
• Encourages multiple playthroughs to explore the world and get different endings,1,balance
• Ambient sounds are used instead of music to create tension and anticipation when being stealthy,1,sound
"• The game is short and banks on you exploring the levels, not rushing through them",-1,playtime
"Environments are well designed, and everything looks like it belongs in this world but at the same time practically everything can be climbed to get a vantage point.",1,atmosphere
well-optimized.,1,optimization
unique art style,1,art
"Story is meh, multiple endings are meh ( you'd definitely want the good ending, the devs are low-key pressuring you to do this game stealthily )",-1,narrative
"It\'s fun--it\'s really, really fun.",1,fun
The only problem I have is that it isn't that fun to play no kill and high stealth.,-1,fun
"Don't be afraid to get your hands dirty, and the it's one of the best immersive sims out there.",0,
"Also, the narrative is kind of... more poetic with the slightly darker ending?",0,
"-Smooth, polished, immensely enjoyable gameplay",1,gameplay
-Surprisingly deep lore,1,narrative
"-Relatable, believable characters (mostly)",1,narrative
-Well crafted environments,1,world
-Appropriately dark setting,1,atmosphere
-Multiple solutions to problems,1,balance
-Combat and stealth gameplay are both well developed and fun,1,balance
-Dated graphics,-1,art
-Easy to miss lore points,-1,gameplay
-Some mechanics are poorly explained,-1,gameplay
-Some powers and abilities are just a little bit too powerful,-1,balance
The gameplay is just fun.,1,fun
The lore is amazing.,1,narrative
"Listen to every audio log - and note that any time you rest or revisit a location, an audiobook might have new content despite being in the same spot!",1,world
Use the heart on everybody with a name and in every new location.,0,
"It makes the game so much more real and immersive, and gives a lot of believability to everything going on.",1,atmosphere
The gameplay mechanics might feel clunky in 2021 but the graphics I think are alright.,-1,gameplay
The game world looks like a classical painting and I love the steampunk aesthetic and technology of the world which looks like 17trh century London.,1,world
The levels are intricate puzzles with excellent verticality and offer a myriad of paths to take.,1,level design
You can teleport from rooftops to rooftops or crawl inside a sewer to get access into the mission area.,0,
Music Wonderfully captures the vibe and builds the atmosphere.,1,sound
"It has beautiful lighting, soft textures and smart use of colors.",1,art
"From the terraced urban streets at night to grand, royal palaces the setting reminds a lot of the Victorian England era.",1,atmosphere
"However, the hands are [b]too large to be real[/b] and the facial animations could have been a lot better.",-1,art
"In general, the characters seem bulky and slightly badly drawn, probably because of the whole painting-like themed graphics.",-1,art
"Personally, I did not enjoy it that much.",0,
"In general, visually, there's nothing too special about it, but you can look past that with ease.",-1,art
"Story is really awesome, how one can lose everything just in a snap of finger but having the best friend with you which is yourself makes it all good.",1,narrative
Graphics are good too considering it came out in 2012.,1,art
"For me, i didn't experience ""bug"" or ""faulty"" thru out my 10 hour of gameplay.",1,bugs
This is the first Arkane game that I don't enjoy,0,
"Despite the difference in genre from most Arkane titles, I was excited",0,
The trailers made this game look fun,0,
" Despite the difference in genre, I'd like to point to how good Prey 2017 was (despite the low sales and poor ending) and what [i]could have been[/i] for Arkane Austin's Redfall",0,
"[b]Redfall's open world is empty, and the enemies that populate it are hilariously dumb",-1,world
"[b]The world feels like it's too big for itself, and yet in 3 hours I had been around half of the whole town",-1,world
"[/b] I noticed that a truck with cultists had spawned and the disappeared later on, meaning that the empty space is supposed to be filled with things that can change",-1,world
" Which would be neat, if it happened more than once",0,
"Now, I had seen the pre-release footage",0,
I knew enemies ran towards you instead of shooting in an open space,0,
" I was hoping that the harder difficulty would make them less dumb, but all the difficulty seems to do is boost the damage done",-1,balance
I am not your beta tester,-1,optimization
They need to completely re-do the whole enemy A,0,
"I and increase open-world mob density, currently its so bad words cannot even begin to explain",0,
They need to add more open-world real time events to make it feel less empty and void of activity,-1,world
They need to add an ADS sensitivity setting and add some sort of aim assist along side it to improve overall gun play,-1,accessibility
They need to fix enemy hit boxes,-1,bugs
They need to revamp the Hero skill trees as traits are either contradictory to each other or just stupidly boring,0,
They need to add more weapon types / gun variety,-1,gameplay
They need to revamp weapon traits as they're incredibly unimaginative and lazy,0,
They need to fix human enemy animations,-1,art
They need to fix vampire / rook animations,-1,art
They need to fix the AOE range of Bloodbag explosions,-1,balance
They need to fix vehicle explosions,-1,physics
They need to fix Ladders,-1,level design
They need to fix loot drops,-1,balance
They need to fix electrical boxes / breaker AOE damage explosions,-1,balance
They need to fix issues with enemies spawning and teleporting under the map or in walls,-1,bugs
They need to fix a ton of graphical glitches and shader issues that make the game in some aspects look like a PS3 release,-1,art
They need to fix player animations for vamp executions,-1,art
They need to remove the point of no return in the story line as it makes no sense story wise and pointlessly locks you out of half the game environments,-1,narrative
They need to fix player animations for running and jump hight to help smooth out traversing terrain and movement,-1,art
"They need to fix PC performance issues, + possible memory leaks",-1,optimization
They need to fix and provide Xbox players more than a locked 30 Fps experience,-1,optimization
They need to reduce the price,-1,price
- Terrible optimization,-1,optimization
- Broken PC and Xbox port,-1,optimization
Optimization is the least of its problems,-1,optimization
" Yes, it is terrible, but you can play it on a reasonable computer on  40-60 fps",-1,optimization
" Enemy AI is very basic, and that problem is more obvious when you are in open areas",-1,AI
Gameplay mechanics are also very bland and underutilized,-1,gameplay
" There are some segments here and there where the good game/level design resurfaces, but they are very rare",1,level design
" Also, the town of Redfall is actually very well made, and there's a lot of ways you can navigate around and explore",1,world
" The problem is, you barely have any reason to do so",0,
" Once again, this looks like some (very well made) map for Garry's Mod",-1,world
"My biggest regret is that I gave this game a chance for longer than 2 hours, so my refund request will probably be rejected",0,
" Maybe after months and months of patching this might start to resemble a decent game, but I wouldn't hold my breath",0,
"I'm so sad I gave this a chance, I really loved Dishonored and Prey so I thought this will be another banger from Arkane but I was so wrong",0,
The game is so broken and so awful,-1,bugs
70$?  I made a mistake,-1,price
"Steam taught me something, it's to never pre-order a game ever again",0,
Thanks for the refund,0,
"This game should have had an ""Early Access"" tag and been released in the $20-40 range",0,
"What we got instead is an unfinished, unoptimized, uninteresting and unimpressive dumpster fire at an incredibly ballsy AAA price - sold to us through lies and hype",-1,optimization
" It has constant frame stutters when just walking around, and drops FPS to the mid 10s for a few seconds while stuff loads in/enemies do things",-1,optimization
Oh boy are they braindead,0,
Kinda wild how DIshonored from over 10 years ago got it fine but this one messed up so badly,0,
They will prioritize repositioning or going for cover despite you being 2 feet in front of them,0,
" The damage is completely random, from no damage to 2 hitting you",-1,balance
" Vampires AI is pretty basic as well, as they only have a lunge attack and a teleport attack",-1,AI
" I don't know how to explain it, but its by far the most unresponsive / unintuitive / buggy mess that Ive ever used",-1,bugs
- Cutscenes are cheap and still and not worth watching,-1,art
"- Story is a cool idea, but the rest of the game makes you not care one iota about it",1,narrative
"- Music and sound is fine, but the glitches either mute it, or make it simply not play",-1,sound
- No drop in drop out coop,0,
You have to play from the lobby,0,
"- You cant pause the game, even in singleplayer",-1,accessibility
"Music and guns sound good, although theres too many bugs that affect it, and the dialog keeps overlapping making it a headache to linger in the populated safehouses",-1,bugs
- It's a good shooter,1,gameplay
- Interesting open-world exploration or sight-seeing,1,world
- Stealth and Action possiblity with AI adatpting to it,1,AI
- Idea is somewhat new and unexplored,0,
- 4 playable character with distinct combat/stealth mechanics,0,
- A full skilltree with manifold skills,0,
"- A loot system with alot of items laying around, making the world ""lived-in""",0,
- A rarity system that adds boni on you weapons,0,
- A level system that make your old weapons obsolete and keep you searching for better,0,
- A variety of weapon types to choose from and to customize your playstyle,0,
"- Horrible shooting animations, lagging reloads (rubberbanding magazines lagging behind the animations)",-1,art
- They made so much effort to be interesting and diversified but then just plain copy-pastat all the rest of the assets,0,
" ""Dungeons"" (Hearts) are only just not enough variety to stay interesting",0,
"- The Human-AI is not optimized for neither stealth or shooting and they switch between those two modes it jarring and results in T-Posing, gliding around, rubberbanding, deforming (e",-1,AI
"- Small bugs in Models, ",-1,bugs
"- Coop animations are bugged,",-1,bugs
- floating world-objects,-1,world
"- models clipping through walls,",-1,art
- bugging/skipping/vibrating/missing assets all over the game,-1,bugs
Poory optimized rendering pipelines,-1,optimization
"- laggy on mid-to-high settings on a high-end-pc,",-1,optimization
"- framedrops of doom,",-1,optimization
"this game is not worth the 70$ it is at the very best 20-30$ as the game is really short, not a lot of story or areas to explore, you have to restart the game to be able to get to a decent level with nothing else to do at the end of it",-1,price
The open world is well-made,1,world
The island of Redfall is fun to explore and have firefights in,1,fun
" The graphics are usually solid, with some occasional greatness",1,art
The characters are conceptually unique and fun,1,fun
"Sadly, the story could be a lot better",-1,narrative
I found myself daydreaming of better stories for the game,-1,narrative
" Worse, the lore is dull",-1,narrative
The characters are not well balanced,-1,balance
"The game is not worth full price, but I can still recommend it on deep discount if you have someone to play it with",-1,price
It is poorly balanced,-1,price
" Now the real kicker here is, it runs like complete ass",-1,optimization
It is virtually unplayable,-1,optimization
I am wildly disappointed and it cost 70 dollars,0,
The story is incoherent at best and non-existent at worst,-1,narrative
I know the game itself is short,-1,playtime
You can complete everything in 12 hours,0,
The AI is some of the worst ive seen in a AAA title,-1,AI
You kill an enemy right next to another one and half the time theyre not even aware of it,0,
Constantly running into walls or standing in front of whatever theyre shooting only to get obliterated,-1,AI
" The open world is not only relatively small, it is EMPTY",-1,world
The music is actually pretty good,1,sound
The setting and set pieces feel like a stephen king novel,1,atmosphere
"AI, as I said, is atrocious",-1,AI
It doesnt make the game fun,-1,fun
FPS drops in almost every area with multiple buildings or enemies,-1,optimization
There is a significant lack of polish in this game,-1,bugs
It actually makes me question if this product was actually rushed or they just gave up,0,
"Textures take awhile to load in, graphic bugs are frequent",-1,bugs
It just does not feel polished,-1,bugs
" Even if they patch it over time and fix things like the framerate, the AI, maybe difficulty scaling, change the perk system, that doesnt fix the main problem with this game",-1,bugs
For $70 I can honestly say that this was one of the most disappointing video games I have ever purchased,-1,price
The worst part is that most of the issues don't even manifest themselves until several hours into the game,-1,bugs
The AI is some of the worse I've encountered,-1,AI
" The weapons are wildly unbalanced, my level 4 pistol one shot's non-vampire enemies, and 3 shots vampires; you don't even need to use your abilities",-1,balance
"The world is characterful and detailed in most places like you would expect from an Arkane game, like Dishonoured or Deathloop",1,world
Shops and houses are full of items and are believable,1,world
The subtle story being told through the cultish markings and unfortunate victims of the Vampire invasion are true to Arkane's brilliant story telling,1,world
"Enemies die instantly, to a single pistol shot to the head",-1,balance
" Where are all the civilians? Did they all go on holiday prior the the Vampire invasion? You find the odd person to rescue, a few in safe houses, but other than that, they  are clearly all dead or turned into cultists",-1,atmosphere
" Some of the cool new physics are present, but overall, while the game does not look bad, its hardly looks next gen",1,physics
This i think is more to do with the art style,0,
" Arkane has always had a very cool, dystopian art style, with over accentuated, grim, almost caricature like characters",0,
" This is evident in the vampires and player characters design and proportions, but it is much more subtle than something like dishonoured",0,
" The colour palette of the game is similar to their other games with subtle pastel tones, however its like a ""Lite"" version of an Arkane game",1,art
"Sound design is good, with decent music and the voice acting for the most part is enjoyable",1,sound
The characters interact well to each other (I played as Dev the plucky British cryptid hunter),0,
Coop worked fine but you can only host a game then join in,0,
You cannot join mid match and no matchmaking,0,
So thats bare bones,0,
"Bugs, game is buggy as hell",1,bugs
" Enemies that are immortal and cant see you are semi frequent, forcing me to reload the game to fix it",1,balance
" Nice to get close and admire the character models and hear some of their passive dialogue but other than that, annoying",1,bugs
" T-posing characters, jittering in the floor and enemies stuck in floors to name but a few",1,bugs
I really hope they patch it and improve it and don't just abandon it,0,
" At this stage im enjoying it for what it is, but only with the hope that it is improved upon",0,
I cannot recommend buying it now,0,
See if they patch it,0,
"Arkane, I am dissapointed in you",0,
" Let people publicly test your game next time, and remember to test it yourself, because, if you did and didnt see these flaws, then you deserve the negative press you are getting",0,
"My disappointment is immeasurable, and my day is ruined",0,
- short campaign (13,-1,playtime
"- Soundtrack (some ok ones, others not so much)",-1,sound
"-map design/layout (ok-ish, a lot of railroading for the story, too many mountains to go around)",-1,level design
- shallow characters,-1,art
"- incredibly stupid or divinely intelligent AI, no in-between",-1,AI
- a particular nuisance of a boss called Rook,0,
- pausing the game does NOT pause the game,-1,accessibility
"- ""cutscenes"" are just power point presentations",-1,art
- repetitiveness of the quests,-1,gameplay
Absolutely unplayable framerate on 3080 with an i7-10600k,-1,optimization
"Story was very arkane level, not anything amazing but servicable",1,narrative
Performance is pretty bad,-1,optimization
" Beyond its poor performance, which is questionable given its graphical fidelity and AI, the game simply contains so many minor grievances that rapidly add up, pulling me out of the experience",-1,AI
Very clearly unoptimized,-1,optimization
" What the hell is going on here with the technical side of this game? Gone on the cheap? No help available from Epic, Nvidia or AMD?",-1,optimization
"Studdering, artifacts, shader compling prompt when it is not happening (thanks for wasting our time)",-1,optimization
Ghost vampires you cannot kill,-1,balance
The gameplay is bland and generic,-1,gameplay
Congrats to the artists and level designers on creating a convincing environment (minus the glitches and technical issues),1,level design
story elements are good and start to hook,1,narrative
"-open world with broken AI and no difficulty on ""standard"" dusk difficulty (I'm not hardcore, but standard is not optimal)",-1,AI
-world with no soul - no feeling of wanting to explore the environment (which is usually my favorite thing to do),-1,world
-beautiful environment art ruined by poor graphic optimization on a 30 series card,-1,optimization
"-below par story and no immersion from the few npcs that are present (they just stand there and don't do much else, except exist, like in a early access games)",-1,narrative
The world is cool and interesting to explore and tons of stuff to collect and find but no one around,1,world
The guns are in variety and rarity colors but the gun play is nothing exciting and slow,1,gameplay
The AI also kinda just walk right at you or stand still,1,AI
The talent system is cool and character abilities are neat,0,
Different vampire enemies to fight and bosses is cool,0,
Can't really comment on story due to spending hours exploring and doing side missions than main quest lol,0,
The AI: It's clunky as others have said,-1,AI
Don't think I need to go too in depth on this as it's more of something many people have said,0,
Graphics: Beyond pixelation of enemies when tagged some things just pixelate,1,art
World Design: While the world is 'okay' it's empty and kind of bland,-1,world
"Is it really as buggy as you've heard? lmao, yes, YES",1,bugs
The story might as well not exist,-1,narrative
The characters are dull and superficial,-1,narrative
The AI is so dumb h***s**t seems like it was created by an intern and don't get me started on the shitty performance whats up with these bad ports 20-60 fps with a 3080 my eyes actually hurt and it feels like imma get a brain aneurysm,-1,AI
the world seems very empty aswell,-1,world
The npcs also have little to no variation and their AI is honestly pretty abysmal,-1,AI
" The story overall was also sorta okay despite having the cop out comic book style ""cutscenes"" from npcs that have little to no depth",1,narrative
£60/$70 for a clearly unfinished game :'(,-1,price
"Visually it's ""okay"", not stunning but okay",-1,art
AI is just predictable,-1,AI
boom headshot as the next NPC walks into your sight and repeat for X,0,
"[*] AI is pretty sparse, the world feels a bit too empty even given the storyline being portrayed",-1,AI
[*] Abundance of food/drink but no idea if it does anything or not,0,
"[*] There are 1 or 2 really nice textures in the game but overall it generally feels pretty dated when wandering around the open world, most of the detail has been put into the restricted number of buildings that you can enter",-1,art
The world and characters are lifeless,-1,world
" The AI also sucks--multiple times I would have enemies stand completely still or shooting at the sky while I unload clips into them, or be unable to hit me because I'm slowly walking backwards",-1,AI
" There is also no incentive for stealth since the ""hardest"" difficulty of the game is still laughably easy thanks to the shitty enemy AI",-1,balance
"There are also numerous other bugs plaguing the game--UI elements not displaying correctly, keybinds disabling themselves, items and notes unable to be interacted with if another player touches them first",-1,bugs
"I plan on finishing the game, but I don't think it gets any better from here",0,
Please just make Dishonored 3 or Prey 2 next time,0,
In this game we don't found any good make thing,0,
-Crashes and Disconnections with server and losing currently progression,-1,bugs
-FPS drop as some sad men jumping from height building,-1,optimization
"-Open world which was empty, and nothing to do with this",-1,world
-AI is AFK bots which only running forward or backward in your way,-1,AI
-Item in world have have bad visual optimalization with environment (a lot of item being on the ground is not visible),-1,optimization
Enemy AI is really stupid,-1,AI
" Vampires are made out to be really deadly, but get stuck on a bush and die in a few hits",0,
It is an ok game but needs to be better polished and is definitely not worth $70,-1,price
this is at best a $30 game,-1,price
Save your money and buy two cheaper games you will probably have more fun,-1,price
The game itself is buggy,-1,bugs
" Controls randomly stop working, menu elements get stuck on screen",-1,controls
You can't pause when playing singleplayer,-1,accessibility
" Oh and ya the NPCs are stupid to the point that they are hilarious, plus if your gun happens to be somehow weaker than the human enemies, shooting them in the head doesn't kills them straight away, might as well be making all the enemies into vampires, at least that would have made better sense",-1,AI
-What the hell is the story with healing and revive animations? Are they meant to be there? They show up for like 2 seconds every few hours,-1,art
-Not one cinematic that is not a Powerpoint presentation,-1,art
-Where are those cool cinematics that were created prior to game launch????,-1,art
-Lag spikes randomly and texture/level of detail popping IS INSANE,-1,bugs
-AI is even worse than I originally experienced,-1,AI
The game is just empty and uninspired,-1,world
The gameplay and AI is just the biggest let down since cyberpunk,-1,AI
" Enemies are so incredibly stupid and offer no challenge, even on higher difficulty, the pathing and AI awareness is beyond stupid",-1,AI
The world feels empty and just dead due to the lack of any real AI pathing or interesting encounters,-1,world
"Reality: Characters are cool, the dialogue is funny, but the skills are meh, very boring skill trees and skill effects are very poor, synergies are dull",1,narrative
"Reality:AI is to dumb to know if you are stealthing or shooting them, or literally standing in front of them",-1,AI
Its plagued with bugs and disconnects,-1,bugs
The world feels empty when traveling from place to place,-1,world
Frame rate Drops are terrible at times,-1,optimization
"At the time/price of writing, this game is not worth $70",-1,price
" This is not worth 70 bucks, either get it on sale or wait til it gets patched or SOMETHING",-1,price
Even on the hardest difficulty I don't feel like I'm at risk of anything,-1,balance
AI is dumb enough I can't believe a studio such as Arkane made it,-1,AI
Human AI? You can stand still and they'll miss from range,-1,AI
The AI needs to polish its behavior,-1,AI
The stealth mode is pretty bad in its mechanics,-1,gameplay
The shotting is also poorly achieved,-1,gameplay
For an open world it feels a bit empty,-1,world
It's not worth the price,-1,price
" This feels like a scam, clunky combat, a story and an idea that seemed interesting but is only half baked, the AI is atrocious as well",-1,gameplay
This is not a 70$ game,-1,price
" Story is dull, nothing I do feels worthwhile",-1,narrative
" not to mention the world is 90% empty, and all of the AI run around like they have 3 sets of their 21st chromosome!",-1,world
One positive is the story,1,narrative
the overall cinematics are not bad,1,art
AI is total sh!t too,-1,AI
